 timedelta, ntokenstitle, ntokenscontent, nuniquetokens, nnonstopwords, nnonstopuniquetokens, numhrefs, numselfhrefs, numimgs, numvideos, averagetokenlength, numkeywords, datachannelislifestyle, datachannelisentertainment, datachannelisbus, datachannelissocmed, datachannelistech, datachannelisworld, kwminmin, kwmaxmin, kwavgmin, kwminmax, kwmaxmax, kwavgmax, kwminavg, kwmaxavg, kwavgavg, selfreferenceminshares, selfreferencemaxshares, selfreferenceavgsharess, weekdayismonday, weekdayistuesday, weekdayiswednesday, weekdayisthursday, weekdayisfriday, weekdayissaturday, weekdayissunday, isweekend, LDA00, LDA01, LDA02, LDA03, LDA04, globalsubjectivity, globalsentimentpolarity, globalratepositivewords, globalratenegativewords, ratepositivewords, ratenegativewords, avgpositivepolarity, minpositivepolarity, maxpositivepolarity, avgnegativepolarity, minnegativepolarity, maxnegativepolarity, titlesubjectivity, titlesentimentpolarity, abstitlesubjectivity, abstitlesentimentpolarity, shares
703,8,287,0.555956677,0.999999994,0.683615815,7,5,0,0,4.634146341,9,0,0,1,0,0,0,217,2000,585.375,0,69100,22011.11111,0,2995.09589,2080.433697,651,651,651,1,0,0,0,0,0,0,0,0.185318763,0.022963172,0.022237711,0.023500739,0.745979615,0.412215909,0.023058712,0.020905923,0.010452962,0.666666667,0.333333333,0.344823232,0.1,0.7,-0.216666667,-0.3,-0.15,0,0,0.5,0,2300
703,12,506,0.474849094,0.999999997,0.592233008,1,1,7,1,4.440711462,3,1,0,0,0,0,0,217,343,280,0,69100,34066.66667,0,2729.358621,1755.989078,2500,2500,2500,1,0,0,0,0,0,0,0,0.06775691,0.401183721,0.066669468,0.066940069,0.397449832,0.420029461,0.128939394,0.037549407,0.013833992,0.730769231,0.269230769,0.312727273,0.1,0.6,-0.138095238,-0.2,-0.066666667,0.3625,-0.033333333,0.1375,0.033333333,2600
703,9,281,0.519572952,0.999999994,0.658823526,5,4,1,0,4.633451957,6,0,0,0,1,0,0,217,507,390.3333333,7700,69100,35866.66667,2300.565957,3880.153846,2926.745765,1500,4400,3166.666667,1,0,0,0,0,0,0,0,0.373927942,0.033340355,0.033484453,0.033473209,0.52577404,0.414157197,0.047111742,0.028469751,0.007117438,0.8,0.2,0.151515152,0.033333333,0.333333333,-0.2125,-0.3,-0.125,0,0,0.5,0,4200
703,11,209,0.613861383,0.999999992,0.708661412,4,1,1,0,5.669856459,7,0,1,0,0,0,0,217,648,379,0,69100,22635.42857,0,2538.608614,1365.732292,0,0,0,1,0,0,0,0,0,0,0,0.171204672,0.74284375,0.028573437,0.02863453,0.02874361,0.476086957,0.104347826,0.043062201,0.028708134,0.6,0.4,0.425,0.05,0.75,-0.304166667,-0.4,-0.1,0.2,-0.2,0.3,0.2,644
703,9,466,0.521551723,0.999999996,0.727272724,3,1,1,0,4.384120172,5,0,0,0,0,0,1,217,428,334.4,5100,69100,33760,1562.21875,3713.340909,2377.910364,0,0,0,1,0,0,0,0,0,0,0,0.150404788,0.040016925,0.729358842,0.040087627,0.040131817,0.562395572,0.188815789,0.051502146,0.019313305,0.727272727,0.272727273,0.420138889,0.1,0.6,-0.276851852,-0.8,-0.05,0.583333333,0.416666667,0.083333333,0.416666667,909
703,10,1383,0.501094092,0.999999999,0.719047618,13,0,1,0,5.311641359,10,0,0,0,0,0,1,217,2000,580.4285714,0,69100,22610,0,6400,2084.867433,0,0,0,1,0,0,0,0,0,0,0,0.020031563,0.212142444,0.522382994,0.020002069,0.225440929,0.433818593,0.120600991,0.054953001,0.021691974,0.716981132,0.283018868,0.351834843,0.033333333,1,-0.232954314,-0.8,-0.071428571,0.454545455,0.136363636,0.045454545,0.136363636,3900
703,10,578,0.509632223,0.999999997,0.67352941,11,7,1,0,4.48615917,4,0,0,1,0,0,0,217,444,364,16700,69100,29800,1952.199288,2574.904762,2407.625349,1000,9700,4066.666667,1,0,0,0,0,0,0,0,0.799999466,0.050000494,0.050000022,0.050000005,0.050000013,0.429,0.118897727,0.058823529,0.025951557,0.693877551,0.306122449,0.35847148,0.033333333,1,-0.302777778,-0.5,-0.008333333,0.633333333,0.516666667,0.133333333,0.516666667,1300
703,9,196,0.661538458,0.999999992,0.830508468,4,2,1,0,4.719387755,6,1,0,0,0,0,0,217,833,441,0,69100,23466.66667,0,3219,2353.975159,0,0,0,1,0,0,0,0,0,0,0,0.03406228,0.187688263,0.033467746,0.033433629,0.711348082,0.596625344,0.174517906,0.025510204,0,1,0,0.383939394,0.136363636,0.8,0,0,0,0,0,0.5,0,7400
703,10,180,0.699999996,0.999999991,0.862385313,4,3,1,2,4.316666667,3,0,0,0,0,0,0,217,340,288.3333333,30000,69100,43033.33333,2526.353175,2742.150602,2602.370797,4500,4500,4500,1,0,0,0,0,0,0,0,0.066667014,0.066741024,0.066666851,0.733258269,0.066666842,0.316666667,0.198484848,0.033333333,0.005555556,0.857142857,0.142857143,0.405555556,0.033333333,1,-0.25,-0.25,-0.25,0.3,0.233333333,0.2,0.233333333,3300
703,8,158,0.693877546,0.99999999,0.82474226,4,3,1,0,4.405063291,6,0,0,0,0,1,0,217,817,388.25,0,69100,23852.83333,0,2859.586895,1481.488259,559,3300,1929.5,1,0,0,0,0,0,0,0,0.033335554,0.033337081,0.199202879,0.199623506,0.534500981,0.500904762,0.184571429,0.044303797,0.012658228,0.777777778,0.222222222,0.349387755,0.16,0.7,-0.3,-0.4,-0.2,0.333333333,0.25,0.166666667,0.25,1700
703,14,339,0.604790417,0.999999995,0.75647668,6,5,0,2,4.179941003,10,0,1,0,0,0,0,217,428,336.875,0,69100,37000,0,4509.346154,2337.20941,820,3600,2210,1,0,0,0,0,0,0,0,0.308232958,0.461192944,0.020029723,0.190541562,0.020002815,0.481980057,0.161111111,0.05899705,0.032448378,0.64516129,0.35483871,0.44625,0.1,1,-0.232575758,-0.4,-0.1,0.666666667,0.333333333,0.166666667,0.333333333,3400
703,9,224,0.635135132,0.999999993,0.798561145,4,2,1,0,4.90625,6,0,0,1,0,0,0,217,400,318.25,0,69100,22216.66667,0,2700.815385,1491.513195,1200,1200,1200,1,0,0,0,0,0,0,0,0.53238195,0.033349404,0.033402627,0.033339315,0.367526704,0.611415344,0.222916667,0.035714286,0.004464286,0.888888889,0.111111111,0.5515625,0.0625,1,-0.2,-0.2,-0.2,1,0,0.5,0,1200
703,11,828,0.501219512,0.999999998,0.688461537,15,1,0,0,5.34178744,7,0,0,1,0,0,0,217,1100,584,1100,69100,25328.57143,1100,3328.0625,2264.857319,0,0,0,1,0,0,0,0,0,0,0,0.884978973,0.028766065,0.028615422,0.029044333,0.028595207,0.358186734,0.132266067,0.071256039,0.010869565,0.867647059,0.132352941,0.239596816,0.033333333,1,-0.177777778,-0.5,-0.05,0.5,0.5,0,0.5,1400
703,13,924,0.527149321,0.999999998,0.722735673,2,1,0,26,4.411255411,8,0,0,0,0,0,0,217,380,314.375,5000,69100,31775,1400.26087,2955.494465,2316.348092,0,0,0,1,0,0,0,0,0,0,0,0.196034359,0.025251652,0.158859158,0.594851975,0.025002857,0.459992081,-0.007663042,0.062770563,0.05952381,0.513274336,0.486725664,0.428361136,0.05,1,-0.434123377,-1,-0.05,0.666666667,0.333333333,0.166666667,0.333333333,916
703,8,256,0.763157891,0.999999994,0.861445778,4,3,0,21,4.48046875,6,0,0,0,0,0,0,217,414,320.3333333,7800,69100,39000,2108.888889,3193.895833,2677.565263,22800,22800,22800,1,0,0,0,0,0,0,0,0.033399919,0.03347525,0.033377622,0.702975562,0.196771647,0.533912338,-0.043381358,0.04296875,0.0625,0.407407407,0.592592593,0.386033058,0.1,1,-0.343072917,-0.6,-0.1,0.3,-0.09375,0.2,0.09375,4100
703,9,395,0.561827955,0.999999996,0.639097742,27,2,1,0,5.091139241,7,0,0,0,0,0,1,217,412,326.8571429,1800,69100,28914.28571,913.3333333,2661.918239,1847.374955,886,2800,1843,1,0,0,0,0,0,0,0,0.028571684,0.028571471,0.885711885,0.028571486,0.028573473,0.40611578,0.075070028,0.043037975,0.020253165,0.68,0.32,0.28837535,0.05,0.7,-0.3625,-1,-0.05,0,-0.05,0.5,0.05,912
703,14,120,0.743589737,0.999999985,0.909090895,4,1,1,0,4.425,10,0,1,0,0,0,0,217,460,358.2222222,0,69100,25960,0,3170.144,1985.019298,0,0,0,1,0,0,0,0,0,0,0,0.491626562,0.228931649,0.0200489,0.02020229,0.239190598,0.457130125,0.247237077,0.125,0.016666667,0.882352941,0.117647059,0.397979798,0.1,0.8,-0.4,-0.4,-0.4,0.3125,0.0625,0.1875,0.0625,691
703,7,338,0.622754489,0.999999996,0.761061944,4,0,1,0,4.704142012,8,0,1,0,0,0,0,217,742,417.1428571,0,69100,35570.375,0,4509.346154,2262.033048,0,0,0,1,0,0,0,0,0,0,0,0.025044651,0.899492009,0.025159549,0.025294922,0.025008869,0.45016835,0.130667789,0.047337278,0.020710059,0.695652174,0.304347826,0.334043561,0.1,0.6,-0.230952381,-0.4,-0.1,0.5,0.5,0,0.5,601
703,8,391,0.603674539,0.999999996,0.751004013,8,0,1,0,4.680306905,7,0,0,0,0,0,1,217,462,355.7142857,2100,69100,23785.71429,1259.25,3715.5,2425.646655,0,0,0,1,0,0,0,0,0,0,0,0.028571756,0.028571579,0.885712691,0.028571514,0.02857246,0.401955267,0.044451659,0.046035806,0.025575448,0.642857143,0.357142857,0.271001684,0.05,0.6,-0.237222222,-0.6,-0.05,0.333333333,0.25,0.166666667,0.25,933
703,10,237,0.648305082,0.999999993,0.816176465,6,3,0,0,4.464135021,10,0,0,0,0,0,1,217,1200,429.4444444,0,69100,24050,0,2661.918239,1907.219541,1900,1900,1900,1,0,0,0,0,0,0,0,0.020043081,0.020088379,0.650106473,0.020004639,0.289757429,0.585805861,0.209637188,0.050632911,0.016877637,0.75,0.25,0.485615079,0.2,1,-0.30625,-0.5,-0.125,0,0,0.5,0,1200
703,13,753,0.497340425,0.999999998,0.731414866,12,11,1,0,4.918990704,8,0,0,0,0,0,1,217,756,412.4285714,0,69100,22067.75,0,2661.918239,1443.191925,386,1400,958.6,1,0,0,0,0,0,0,0,0.025000925,0.025000832,0.899953328,0.025000524,0.025044391,0.392068014,0.056311048,0.04249668,0.023904382,0.64,0.36,0.279203531,0.0625,0.8,-0.235912698,-0.5,-0.071428571,0.7,-0.4,0.2,0.4,609
703,10,162,0.765432094,0.99999999,0.882352933,6,3,0,1,4.530864198,8,0,0,0,0,0,0,217,929,419.2,0,69100,25425,0,3064.5,1728.388357,1300,3300,2233.333333,1,0,0,0,0,0,0,0,0.430874315,0.025107912,0.152775975,0.366082494,0.025159304,0.571875,0.104095644,0.061728395,0.030864198,0.666666667,0.333333333,0.391969697,0.1,0.75,-0.350833333,-0.7,-0.166666667,0.15,-0.25,0.35,0.25,1100
703,10,116,0.663793098,0.999999987,0.708860751,6,4,1,0,4.905172414,8,0,0,0,0,1,0,217,992,463.125,3000,69100,23787.5,1617.545455,2859.586895,2240.748236,4200,4200,4200,1,0,0,0,0,0,0,0,0.136367697,0.02500073,0.02502347,0.025012705,0.788595398,0.473653199,0.23459596,0.060344828,0.00862069,0.875,0.125,0.319480519,0.1,0.6,-0.125,-0.125,-0.125,0,0,0.5,0,2200
703,10,517,0.518375241,0.999999997,0.660606059,8,4,1,0,5.092843327,7,0,0,0,0,0,1,217,1600,743.4,0,69100,19514.28571,0,2538.608614,1373.427451,583,3900,2241.5,1,0,0,0,0,0,0,0,0.028572826,0.028572837,0.618467682,0.028572421,0.295814234,0.406668392,0.095673741,0.032882012,0.015473888,0.68,0.32,0.349264706,0.0625,0.75,-0.155456349,-0.3,-0.05,0.408333333,0.233333333,0.091666667,0.233333333,6900
703,11,200,0.719999996,0.999999991,0.913793096,3,1,0,0,4.61,9,0,0,0,0,1,0,217,1100,435.2857143,0,69100,25344.44444,0,3897.166667,2024.611088,0,0,0,1,0,0,0,0,0,0,0,0.022244916,0.022291761,0.022232952,0.022226578,0.911003793,0.628338945,0.11884119,0.045,0.03,0.6,0.4,0.474410774,0.136363636,0.7,-0.355092593,-0.6,-0.155555556,0,0,0.5,0,4500
703,10,980,0.460743801,0.999999998,0.689265535,4,2,1,0,4.629591837,4,0,0,0,0,1,0,217,416,309,3800,69100,38275,1911,2859.586895,2492.778437,2500,2500,2500,1,0,0,0,0,0,0,0,0.050001357,0.050002974,0.550079246,0.050256978,0.299659445,0.406396698,0.088640428,0.034693878,0.016326531,0.68,0.32,0.333352432,0.1,1,-0.296180556,-1,-0.1,0.54,0.16,0.04,0.16,1900
703,8,994,0.417426545,0.999999998,0.632058287,1,0,1,0,4.710261569,10,0,0,0,0,1,0,217,518,325.3333333,0,69100,19830,0,3376.526316,1664.05713,0,0,0,1,0,0,0,0,0,0,0,0.163856079,0.020016264,0.020008207,0.020197782,0.775921669,0.481673611,0.101197917,0.03722334,0.021126761,0.637931034,0.362068966,0.399414414,0.1,0.9,-0.258134921,-0.6,-0.125,0.2,0.2,0.3,0.2,1700
703,9,439,0.504608294,0.999999996,0.642335764,0,0,1,0,5.277904328,5,0,0,0,0,1,0,217,343,267.2,15700,69100,36240,1950.035714,2859.586895,2420.794173,0,0,0,1,0,0,0,0,0,0,0,0.040020159,0.040004328,0.040008247,0.040000197,0.839967069,0.29941349,0.065469208,0.031890661,0.013667426,0.7,0.3,0.203896104,0.1,0.5,-0.120833333,-0.2,-0.1,0.454545455,0.136363636,0.045454545,0.136363636,742
703,8,174,0.72941176,0.999999992,0.77966101,8,4,0,1,4.896551724,8,0,0,0,0,0,0,217,971,419.375,8900,69100,35012.5,1973.410714,3527.15625,2756.71425,2000,2600,2200,1,0,0,0,0,0,0,0,0.025028358,0.025236792,0.025039096,0.899693817,0.025001936,0.551851852,0.293981481,0.045977011,0.005747126,0.888888889,0.111111111,0.354166667,0.033333333,0.5,-0.1875,-0.1875,-0.1875,0.5,0.5,0,0.5,550
703,8,26,0.884615351,0.999999933,0.933333271,1,1,0,0,4.307692308,7,0,0,0,0,0,0,217,717,382.2857143,7200,69100,28628.57143,2198.7,3273.857143,2659.346189,7200,7200,7200,1,0,0,0,0,0,0,0,0.028622702,0.392140759,0.02867937,0.521982156,0.028575012,0.45,0.3,0.038461538,0,1,0,0.6,0.6,0.6,0,0,0,0.5,0.25,0,0.25,5800
703,12,143,0.719424455,0.999999989,0.846153837,2,2,0,0,4.748251748,7,0,1,0,0,0,0,217,1000,409.5714286,1900,69100,37171.42857,1500,2955.494465,2268.666735,2000,2000,2000,1,0,0,0,0,0,0,0,0.238445483,0.029583785,0.028716789,0.674679214,0.028574729,0.360179924,0.024668561,0.041958042,0.055944056,0.428571429,0.571428571,0.300505051,0.1,0.6,-0.196875,-0.4,-0.1,0.666666667,0.333333333,0.166666667,0.333333333,594
703,5,758,0.519073569,0.999999998,0.657084188,9,8,1,18,4.502638522,10,0,1,0,0,0,0,217,1000,527.5,2100,69100,29930,1535.5,3371.05303,2502.215584,1600,2100,1900,1,0,0,0,0,0,0,0,0.147831407,0.191304022,0.020023361,0.620768531,0.02007268,0.544846966,0.237841447,0.055408971,0.01055409,0.84,0.16,0.372454133,0.033333333,1,-0.276388889,-0.7,-0.155555556,0.666666667,0.333333333,0.166666667,0.333333333,4800
703,12,252,0.541322312,0.999999993,0.699999995,3,2,1,0,4.515873016,6,0,0,0,1,0,0,217,971,500.6,0,69100,30983.33333,0,3880.153846,2600.931697,2000,2000,2000,1,0,0,0,0,0,0,0,0.480406312,0.197588492,0.033433659,0.255235819,0.033335718,0.37265745,0.080049923,0.063492063,0.047619048,0.571428571,0.428571429,0.424107143,0.1,0.6,-0.289236111,-0.4,-0.15,0.666666667,0.333333333,0.166666667,0.333333333,2100
703,11,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,217,1000,439.2,560,69100,26666,500,3880.153846,2539.488208,0,0,0,1,0,0,0,0,0,0,0,0.45438414,0.020574734,0.020068946,0.484957428,0.020014752,0,0,0,0,0,0,0,0,0,0,0,0,0.411111111,0.205555556,0.088888889,0.205555556,2100
703,10,296,0.593525178,0.999999995,0.715846991,7,3,1,0,4.858108108,5,0,0,1,0,0,0,217,1100,507,1100,69100,24180,1100,2564.788732,2077.498375,1300,1600,1450,1,0,0,0,0,0,0,0,0.839799873,0.040028804,0.040056379,0.040113942,0.040001001,0.428839066,0.041277641,0.074324324,0.047297297,0.611111111,0.388888889,0.298588154,0.1,0.7,-0.296130952,-0.55,-0.1,0.666666667,0.333333333,0.166666667,0.333333333,2100
703,8,296,0.58695652,0.999999995,0.671874997,19,3,0,0,4.783783784,5,0,0,0,1,0,0,217,507,375.2,16700,69100,38480,2231.895238,3880.153846,2676.625999,2100,2100,2100,1,0,0,0,0,0,0,0,0.837522471,0.040601349,0.040219625,0.040321159,0.041335396,0.482352941,0.025490196,0.027027027,0.016891892,0.615384615,0.384615385,0.275,0.033333333,0.5,-0.353333333,-0.4,-0.166666667,0.666666667,0.333333333,0.166666667,0.333333333,6500
703,10,763,0.469816272,0.999999998,0.659722221,5,3,1,0,4.934469201,5,0,0,0,0,0,1,217,5600,1625.75,0,69100,28000,0,5600,2536.689257,1100,1700,1400,1,0,0,0,0,0,0,0,0.040443433,0.040000458,0.542104937,0.040000258,0.337450913,0.491941392,0.219940476,0.041939712,0.014416776,0.744186047,0.255813953,0.404799107,0.033333333,1,-0.158333333,-0.3,-0.1,0,0,0.5,0,2100
703,11,1269,0.426731079,0.999999999,0.630919219,4,0,6,0,4.365642238,6,0,1,0,0,0,0,217,368,319.2,0,69100,31816.66667,0,3170.144,2013.711674,0,0,0,1,0,0,0,0,0,0,0,0.03469729,0.617572007,0.033420071,0.280055657,0.034254974,0.525172171,0.126731951,0.060677699,0.02679275,0.693693694,0.306306306,0.381808905,0.1,1,-0.380672269,-1,-0.1,0,0,0.5,0,527
703,7,3288,0.375468165,1,0.504087193,29,24,1,73,4.72080292,6,0,0,0,1,0,0,217,507,364.2,0,69100,28766.66667,0,3880.153846,2125.026554,739,173800,17503,1,0,0,0,0,0,0,0,0.689256678,0.034728726,0.033766528,0.208913542,0.033334526,0.412410243,0.134646019,0.071167883,0.023722628,0.75,0.25,0.374502905,0.033333333,1,-0.356952076,-1,-0.071428571,0.666666667,0.333333333,0.166666667,0.333333333,2300
703,9,165,0.596273288,0.999999989,0.714285706,5,1,1,0,4.751515152,5,0,0,1,0,0,0,217,444,375.8,16500,69100,27260,1952.199288,2885.842105,2434.666796,1200,1200,1200,1,0,0,0,0,0,0,0,0.83985786,0.040027363,0.04005559,0.040058752,0.040000434,0.5325,0.13,0.078787879,0.024242424,0.764705882,0.235294118,0.301282051,0.033333333,0.5,-0.304166667,-0.4,-0.166666667,0.416666667,0.083333333,0.083333333,0.083333333,1600
703,9,331,0.57284768,0.999999995,0.645320194,23,1,11,0,4.685800604,10,1,0,0,0,0,0,217,11900,1700.4,1500,69100,25780,1500,11900,3748.557942,2600,2600,2600,1,0,0,0,0,0,0,0,0.020291679,0.020023475,0.020008282,0.020377033,0.919299531,0.598263889,0.267361111,0.036253776,0.021148036,0.631578947,0.368421053,0.6125,0.2,1,-0.172619048,-0.291666667,-0.066666667,0,0,0.5,0,9400
703,12,111,0.690909085,0.999999983,0.813559308,0,0,0,1,4.45045045,7,0,0,0,0,0,0,217,340,291.75,0,69100,28314.28571,0,2955.494465,1537.515265,0,0,0,1,0,0,0,0,0,0,0,0.028647454,0.028690643,0.028603514,0.632600531,0.281457859,0.316666667,0.383333333,0.054054054,0,1,0,0.608333333,0.2,1,0,0,0,0.15,0.5,0.35,0.5,4700
703,9,327,0.468438537,0.999999994,0.53932584,27,1,11,0,4.100917431,7,1,0,0,0,0,0,217,862,471.8571429,11900,69100,32742.85714,2538.608614,4968.666667,3380.966777,11900,11900,11900,1,0,0,0,0,0,0,0,0.029547953,0.028632409,0.028592815,0.344224399,0.569002424,0.623139881,0.295052083,0.067278287,0.01529052,0.814814815,0.185185185,0.54280303,0.166666667,1,-0.35,-0.6,-0.125,0,0,0.5,0,1100
703,9,299,0.640138406,0.999999995,0.7591623,4,2,0,7,4.498327759,10,0,0,0,0,0,0,217,6200,1233.857143,0,69100,16610,0,6200,2080.834687,536,536,536,1,0,0,0,0,0,0,0,0.02000082,0.256421562,0.020000328,0.683333684,0.020243606,0.451388374,-0.001512059,0.066889632,0.053511706,0.555555556,0.444444444,0.339437229,0.136363636,1,-0.438020833,-1,-0.15,0.4,-0.2,0.1,0.2,1600
703,10,1831,0.391014975,0.999999999,0.566331198,13,0,1,0,4.740578919,8,0,0,0,0,1,0,217,560,352.6,0,69100,22750,0,3534.382979,1782.889046,0,0,0,1,0,0,0,0,0,0,0,0.025149987,0.025009942,0.570907937,0.025000521,0.353931613,0.418454268,0.141406711,0.039322774,0.018022938,0.685714286,0.314285714,0.394732594,0.0625,1,-0.179040404,-0.4,-0.05,0,0,0.5,0,3800
703,7,182,0.624309389,0.99999999,0.80198019,5,2,0,0,4.741758242,4,0,0,1,0,0,0,217,632,400.75,3500,69100,25925,1757.455882,2538.608614,2024.576363,0,0,0,1,0,0,0,0,0,0,0,0.79999922,0.050000263,0.050000353,0.050000007,0.050000158,0.538371212,-0.07844697,0.038461538,0.043956044,0.466666667,0.533333333,0.343722944,0.136363636,0.75,-0.496875,-1,-0.125,0.3,-0.5,0.2,0.5,3900
703,12,2458,0.393352966,0.999999999,0.484162896,5,4,0,75,4.782750203,7,0,0,1,0,0,0,217,444,356.3333333,0,69100,29257.14286,0,2955.494465,2166.47837,1000,2100,1550,1,0,0,0,0,0,0,0,0.708603167,0.205056384,0.028614036,0.02914633,0.028580083,0.387769611,0.132391838,0.06916192,0.02278275,0.752212389,0.247787611,0.369263369,0.0625,1,-0.335352891,-1,-0.05,0.633333333,0.366666667,0.133333333,0.366666667,1300
703,8,184,0.698324018,0.99999999,0.857142849,4,0,1,0,4.760869565,6,1,0,0,0,0,0,217,445,358.25,0,69100,23300,0,3926.581818,1879.858176,0,0,0,1,0,0,0,0,0,0,0,0.033880674,0.033426401,0.035849551,0.033507633,0.86333574,0.43243007,0.093735431,0.032608696,0.016304348,0.666666667,0.333333333,0.288510101,0.136363636,0.5,-0.170833333,-0.3125,-0.05,0,0,0.5,0,1400
703,8,1458,0.393668272,0.999999999,0.578014184,14,6,1,0,4.477366255,10,0,0,0,0,1,0,217,3200,875.1428571,0,69100,17700,0,3376.526316,1967.292832,723,1700,1305.75,1,0,0,0,0,0,0,0,0.581072718,0.02001256,0.020515344,0.120297058,0.25810232,0.536872294,0.245895138,0.063100137,0.01303155,0.828828829,0.171171171,0.436448334,0.033333333,1,-0.271658312,-0.714285714,-0.125,0,0,0.5,0,1500
703,11,85,0.690476182,0.99999998,0.85714284,3,2,0,1,4.529411765,6,1,0,0,0,0,0,217,343,300.8,0,69100,39066.66667,0,2955.494465,2277.737948,0,0,0,1,0,0,0,0,0,0,0,0.033638064,0.033492316,0.03344212,0.555543528,0.343883972,0.40530303,0.167424242,0.035294118,0,1,0,0.223232323,0.033333333,0.5,0,0,0,0,0,0.5,0,1300
703,10,177,0.611428568,0.999999991,0.716981125,5,2,1,0,4.779661017,7,0,0,1,0,0,0,217,862,439.2,0,69100,19357.14286,0,3406.888889,1763.249922,1400,1400,1400,1,0,0,0,0,0,0,0,0.884266793,0.028574113,0.028573786,0.029984558,0.02860075,0.513678451,0.135732323,0.06779661,0.016949153,0.8,0.2,0.285795455,0.136363636,0.6,-0.158333333,-0.25,-0.1,0.477272727,0.034090909,0.022727273,0.034090909,3900
702,12,2817,0.381759192,0.999999999,0.589351285,45,6,12,1,4.690450834,8,0,0,0,0,1,0,217,1300,483,0,69100,25725,0,4975,2849.894978,136,3800,1579.2,0,1,0,0,0,0,0,0,0.294703398,0.153352683,0.041415381,0.025084151,0.485444387,0.470829422,0.204767798,0.04827831,0.009229677,0.839506173,0.160493827,0.364776547,0.033333333,1,-0.255189842,-0.6,-0.05,0.717857143,0.442857143,0.217857143,0.442857143,6000
702,8,99,0.814432981,0.999999983,0.966101679,4,1,0,1,4.232323232,8,0,0,0,0,0,0,217,2200,708.7142857,0,69100,27412.5,0,2905.496504,2019.328759,578,578,578,0,1,0,0,0,0,0,0,0.025028414,0.025238865,0.025050452,0.899644975,0.025037293,0.450595238,0.046428571,0.04040404,0.01010101,0.8,0.2,0.221428571,0.1,0.4,-0.5,-0.5,-0.5,0,-0.1,0.5,0.1,2600
702,9,652,0.478939157,0.999999997,0.678873238,10,7,1,0,4.647239264,5,0,0,0,0,0,1,217,465,349.4,615,69100,28983,540,3272.294118,2085.254858,577,10800,3982.428571,0,1,0,0,0,0,0,0,0.040000537,0.040005838,0.839990858,0.040000509,0.040002257,0.370893921,0.049986125,0.024539877,0.021472393,0.533333333,0.466666667,0.312987013,0.1,0.6,-0.218452381,-0.4,-0.1,0,0,0.5,0,1200
702,9,285,0.583629891,0.999999993,0.795918362,3,1,1,0,4.414035088,6,0,0,1,0,0,0,217,400,342.75,0,69100,17050,0,2529.453293,1236.58736,2700,2700,2700,0,1,0,0,0,0,0,0,0.706723847,0.193266827,0.033336671,0.033336442,0.033336212,0.360431235,0.103481935,0.042105263,0.01754386,0.705882353,0.294117647,0.389835859,0.136363636,1,-0.3375,-0.8,-0.1875,0,0,0.5,0,564
702,12,166,0.644578309,0.99999999,0.764705875,3,2,1,0,4.65060241,7,0,0,1,0,0,0,217,1100,483.1666667,0,69100,20171.42857,0,2857.142857,2130.561702,4300,4300,4300,0,1,0,0,0,0,0,0,0.673421507,0.170468583,0.02867729,0.028868446,0.098564174,0.482837302,0.136111111,0.036144578,0.012048193,0.75,0.25,0.313888889,0.1,0.5,-0.208333333,-0.25,-0.166666667,0.454545455,0.136363636,0.045454545,0.136363636,1500
702,8,155,0.594771238,0.99999999,0.68316831,7,2,1,0,4.819354839,2,0,0,1,0,0,0,217,354,285.5,16700,69100,42900,1962.566102,2529.453293,2246.009698,2100,2100,2100,0,1,0,0,0,0,0,0,0.599999417,0.100000381,0.100000142,0.100000004,0.100000056,0.539621212,0.311136364,0.058064516,0.006451613,0.9,0.1,0.35959596,0.136363636,0.5,-0.125,-0.125,-0.125,0,0,0.5,0,895
702,10,633,0.480865224,0.999999997,0.613756612,4,2,21,0,4.259083728,7,0,0,0,0,1,0,217,459,324.6,0,69100,27028.57143,0,3379.350365,1931.807968,1900,5400,3650,0,1,0,0,0,0,0,0,0.029701178,0.028594189,0.028574361,0.028716552,0.88441372,0.460802541,0.125093086,0.045813586,0.023696682,0.659090909,0.340909091,0.41085983,0.05,1,-0.243187831,-0.5,-0.071428571,0,0,0.5,0,494
702,11,204,0.65174129,0.999999992,0.807692301,5,3,1,0,4.578431373,9,1,0,0,0,0,0,217,11900,2044.571429,0,69100,18700,0,11900,3165.415849,11900,11900,11900,0,1,0,0,0,0,0,0,0.509006429,0.0222476,0.022250612,0.21964652,0.22684884,0.4625,0.268333333,0.06372549,0.019607843,0.764705882,0.235294118,0.482051282,0.1,1,-0.25,-0.5,-0.1,0.6,0.5,0.1,0.5,496
702,10,622,0.51551724,0.999999997,0.656675748,10,0,1,0,4.620578778,7,0,0,0,0,0,1,217,2200,725,1200,69100,22571.42857,1200,2619.553571,2041.420152,0,0,0,0,1,0,0,0,0,0,0,0.028571717,0.028571566,0.885712784,0.02857149,0.028572443,0.41106429,0.099431243,0.038585209,0.01607717,0.705882353,0.294117647,0.31242785,0.1,1,-0.2325,-0.6,-0.1,0.25,0.25,0.25,0.25,2400
